Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000182670	TTC3	21	+	37073226	37203112	0.101997	24.305430	18.599241
ENSG00000270116	-	21	+	37100814	37101343	0.000000	0.000000	0.000000
ENSG00000228677	TTC3-AS1	21	-	37187666	37193926	0.000000	0.000000	0.000000
ENSG00000287637	-	21	-	37337382	37366858	0.000000	0.000000	0.000000
ENSG00000273210	-	21	-	37365477	37365932	0.000000	0.000000	0.000000
ENSG00000157540	DYRK1A	21	+	37365573	37526358	0.000000	0.000000	0.000000
ENSG00000215734	MRPL20P1	21	+	36994643	36995075	54.732102	4933.750915	3775.453585
ENSG00000286717	-	21	+	37593977	37661496	0.000000	0.000000	0.000000
ENSG00000157542	KCNJ6	21	-	37607373	38121345	0.014065	1.288513	0.986009
ENSG00000233213	KCNJ6-AS1	21	-	37717102	37719569	0.000000	0.000000	0.000000
ENSG00000289538	-	21	+	37816074	37840669	0.000000	0.000000	0.000000
ENSG00000184029	DSCR4	21	-	37951425	38121360	0.000000	0.000000	0.000000
ENSG00000223608	DSCR4-IT1	21	-	38006544	38010618	0.000000	0.000000	0.000000
ENSG00000198054	DSCR8	21	+	38121451	38156511	0.000000	0.000000	0.000000
ENSG00000157551	KCNJ15	21	+	38155549	38307357	0.000000	0.000000	0.000000
ENSG00000270835	-	21	-	38204141	38206080	0.000000	0.000000	0.000000
ENSG00000233316	DSCR10	21	+	38206156	38208644	0.000000	0.000000	0.000000
ENSG00000289927	-	21	+	38229926	38235564	0.000000	0.000000	0.000000
ENSG00000226012	-	21	-	38237217	38238201	0.000000	0.000000	0.000000
ENSG00000231123	SPATA20P1	21	-	38238227	38238664	0.000000	0.000000	0.000000
ENSG00000223806	LINC00114	21	-	38733890	38747460	0.000000	0.000000	0.000000
ENSG00000230366	DSCR9	21	+	37208503	37221736	0.077071	17.546189	13.426868
ENSG00000263969	RN7SL678P	21	+	37215605	37215903	0.000000	0.000000	0.000000
ENSG00000242553	-	21	+	37221419	37237744	0.000000	0.000000	0.000000
ENSG00000157538	VPS26C	21	-	37223420	37267919	0.000000	0.000000	0.000000
ENSG00000272948	-	21	+	37267784	37268497	0.000000	0.000000	0.000000
ENSG00000183527	PSMG1	21	-	39174769	39183488	0.000000	0.000000	0.000000
ENSG00000157554	ERG	21	-	38380027	38661780	0.000000	0.000000	0.000000
ENSG00000289404	-	21	-	38497743	38498159	0.000000	0.000000	0.000000
ENSG00000231480	SNRPGP13	21	+	38502445	38502621	0.457627	41.252164	31.567388
ENSG00000287470	-	21	+	38503562	38543336	0.000000	0.000000	0.000000
ENSG00000205581	HMGN1	21	-	39342315	39349647	0.000000	0.000000	0.000000
ENSG00000252915	Y_RNA	21	+	39344537	39344628	0.000000	0.000000	0.000000
ENSG00000182093	GET1	21	+	39377698	39428528	0.000000	0.000000	0.000000
ENSG00000285815	GET1-SH3BGR	21	+	39380332	39515506	0.000000	0.000000	0.000000
ENSG00000157578	LCA5L	21	-	39405728	39445805	0.000000	0.000000	0.000000
ENSG00000185437	SH3BGR	21	+	39445855	39515506	0.000000	0.000000	0.000000
ENSG00000275523	MIR6508	21	+	39447010	39447069	0.000000	0.000000	0.000000
ENSG00000235808	MYL6P2	21	+	39488327	39488760	0.000000	0.000000	0.000000
ENSG00000228349	RPS26P4	21	-	39491544	39491898	10.107042	911.085558	697.189886
ENSG00000157557	ETS2	21	+	38805183	38824955	0.000000	0.000000	0.000000
ENSG00000205622	-	21	-	38812878	38956467	0.000000	0.000000	0.000000
ENSG00000229986	-	21	+	38846247	38848644	0.000000	0.000000	0.000000
ENSG00000287082	-	21	+	38857539	38858861	0.000000	0.000000	0.000000
ENSG00000229925	-	21	+	38888772	38903905	0.000000	0.000000	0.000000
ENSG00000272015	SNORA62	21	+	38894785	38894867	0.000000	0.000000	0.000000
ENSG00000227721	RPSAP64	21	+	38894917	38895252	0.000000	0.000000	0.000000
ENSG00000183778	B3GALT5	21	+	39556442	39673137	0.000000	0.000000	0.000000
ENSG00000184809	B3GALT5-AS1	21	-	39597147	39612910	0.000000	0.000000	0.000000
ENSG00000225330	-	21	+	39630271	39726085	0.000000	0.000000	0.000000
ENSG00000171587	DSCAM	21	-	40010999	40847158	0.000000	0.000000	0.000000
ENSG00000263973	MIR4760	21	-	40212352	40212431	0.000000	0.000000	0.000000
ENSG00000235123	DSCAM-AS1	21	+	40383083	40385358	0.000000	0.000000	0.000000
ENSG00000207147	-	21	+	40513144	40513279	0.000000	0.000000	0.000000
ENSG00000233756	DSCAM-IT1	21	-	40615378	40630767	0.000000	0.000000	0.000000
ENSG00000288069	-	21	+	40736318	40754888	0.000000	0.000000	0.000000
ENSG00000182240	BACE2	21	+	41167801	41282530	0.000000	0.000000	0.000000
ENSG00000280109	PLAC4	21	-	41175231	41186788	0.005014	0.477311	0.365252
ENSG00000224388	BACE2-IT1	21	+	41180097	41180626	0.000000	0.000000	0.000000
ENSG00000183486	MX2	21	+	41361999	41409393	0.000000	0.000000	0.000000
ENSG00000157601	MX1	21	+	41420020	41470071	0.062615	19.189418	14.684316
ENSG00000228318	-	21	-	41441056	41445708	0.000000	0.000000	0.000000
ENSG00000184012	TMPRSS2	21	-	41464300	41531116	0.000000	0.000000	0.000000
ENSG00000157617	C2CD2	21	-	41885112	41954018	0.000000	0.000000	0.000000
ENSG00000185658	BRWD1	21	-	39184176	39321559	0.400089	71.745504	54.901803
ENSG00000272991	-	21	+	39184469	39184899	0.000000	0.000000	0.000000
ENSG00000232608	TIMM9P2	21	+	39216624	39217506	0.000000	0.000000	0.000000
ENSG00000237373	BRWD1-IT1	21	-	39217093	39219805	0.000000	0.000000	0.000000
ENSG00000229623	METTL21AP1	21	-	39235386	39236020	0.000000	0.000000	0.000000
ENSG00000255568	BRWD1-AS2	21	+	39313907	39314962	0.000000	0.000000	0.000000
ENSG00000238141	BRWD1-AS1	21	+	39315707	39323218	0.000000	0.000000	0.000000
ENSG00000160179	ABCG1	21	+	42199689	42297244	0.018633	28.532445	21.833879
ENSG00000223262	RNA5SP492	21	+	42221173	42221286	0.000000	0.000000	0.000000
ENSG00000173276	ZBTB21	21	-	41986831	42010387	0.000000	0.000000	0.000000
ENSG00000237232	ZNF295-AS1	21	+	42009194	42055130	0.029900	8.008812	6.128582
ENSG00000160183	TMPRSS3	21	-	42371887	42396091	0.000000	0.000000	0.000000
ENSG00000160180	TFF3	21	-	42311667	42315409	0.000000	0.000000	0.000000
ENSG00000160188	RSPH1	21	-	42472486	42496246	0.000000	0.000000	0.000000
ENSG00000160190	SLC37A1	21	+	42496008	42581440	0.000000	0.000000	0.000000
ENSG00000239930	RSPH1-DT	21	+	42496539	42497443	0.000000	0.000000	0.000000
ENSG00000231867	-	21	+	42508624	42509661	0.000000	0.000000	0.000000
ENSG00000235772	-	21	-	42560374	42561934	0.000000	0.000000	0.000000
ENSG00000235023	-	21	-	42648271	42651244	0.000000	0.000000	0.000000
ENSG00000160185	UBASH3A	21	+	42403447	42447684	0.000000	0.000000	0.000000
ENSG00000252619	RNU6-1149P	21	-	42417497	42417593	0.000000	0.000000	0.000000
ENSG00000160193	WDR4	21	-	42843094	42879568	0.000000	0.000000	0.000000
ENSG00000141956	PRDM15	21	-	41798225	41879482	0.000000	0.000000	0.000000
ENSG00000236545	-	21	+	41870633	41872054	0.000000	0.000000	0.000000
ENSG00000227698	-	21	-	41874756	41877613	0.000000	0.000000	0.000000
ENSG00000160194	NDUFV3	21	+	42879644	42913304	0.341560	53.172939	40.689521
ENSG00000160199	PKNOX1	21	+	42974510	43033931	0.000000	0.000000	0.000000
ENSG00000160201	U2AF1	21	-	43092956	43107570	0.000000	0.000000	0.000000
ENSG00000142178	SIK1	21	-	43414483	43427131	0.000000	0.000000	0.000000
ENSG00000160207	HSF2BP	21	-	43529186	43659488	0.000000	0.000000	0.000000
ENSG00000214326	RPL31P1	21	+	43551229	43551600	1.677419	151.208655	115.709380
ENSG00000234289	H2BC12L	21	+	43565182	43565648	361.201285	32559.998706	24915.883667
ENSG00000278433	MIR6070	21	-	43609887	43609989	0.000000	0.000000	0.000000
ENSG00000225218	-	21	-	42831040	42836477	0.000000	0.000000	0.000000
ENSG00000160200	CBS	21	-	43053191	43076943	0.000000	0.000000	0.000000
ENSG00000160209	PDXK	21	+	43719094	43762307	0.000000	0.000000	0.000000
ENSG00000281420	-	21	-	43748365	43748468	0.000000	0.000000	0.000000
ENSG00000160214	RRP1	21	+	43789513	43805293	0.000000	0.000000	0.000000
ENSG00000215458	AATBC	21	-	43805758	43812567	0.000000	0.000000	0.000000
ENSG00000160208	RRP1B	21	+	43659560	43696079	0.000000	0.000000	0.000000
ENSG00000160216	AGPAT3	21	+	43865223	43987592	0.000000	0.000000	0.000000
ENSG00000289546	-	21	+	43884395	43889795	0.000000	0.000000	0.000000
ENSG00000199598	RNU6-859P	21	-	43919795	43919901	0.000000	0.000000	0.000000
ENSG00000288593	-	21	+	43939919	43959673	0.000000	0.000000	0.000000
ENSG00000160213	CSTB	21	-	43772511	43776330	8.343979	767.424811	587.256390
ENSG00000241945	PWP2	21	+	44107373	44131181	0.000000	0.000000	0.000000
ENSG00000160218	TRAPPC10	21	+	44012309	44106552	0.000000	0.000000	0.000000
ENSG00000213440	H2AZP1	21	-	44046347	44047041	0.000000	0.000000	0.000000
ENSG00000160223	ICOSLG	21	-	44215382	44241446	0.068206	16.887600	12.922896
ENSG00000160221	GATD3	21	+	44133610	44210114	0.000000	0.000000	0.000000
ENSG00000225331	LINC01678	21	-	44158740	44160076	0.000000	0.000000	0.000000
ENSG00000285413	-	21	-	44172169	44194338	0.000000	0.000000	0.000000
ENSG00000237604	-	21	+	44175489	44176453	0.000000	0.000000	0.000000
ENSG00000232124	-	21	-	44200602	44207399	0.000000	0.000000	0.000000
ENSG00000160224	AIRE	21	+	44285838	44298648	0.000000	0.000000	0.000000
ENSG00000241728	-	21	-	44328944	44330221	0.000000	0.000000	0.000000
ENSG00000160226	CFAP410	21	-	44328944	44339402	0.000000	0.000000	0.000000
ENSG00000184441	-	21	+	44331234	44335851	0.000000	0.000000	0.000000
ENSG00000232969	-	21	+	44339376	44340470	0.000000	0.000000	0.000000
ENSG00000275799	-	21	+	44244545	44244993	0.171492	15.458913	11.829622
ENSG00000142185	TRPM2	21	+	44350163	44443081	0.000000	0.000000	0.000000
ENSG00000230061	TRPM2-AS	21	-	44414588	44425272	0.000000	0.000000	0.000000
ENSG00000266692	-	21	+	44437121	44437175	0.000000	0.000000	0.000000
ENSG00000264452	-	21	+	44439035	44439110	0.000000	0.000000	0.000000
ENSG00000175894	TSPEAR	21	-	44497893	44711572	0.000000	0.000000	0.000000
ENSG00000235890	TSPEAR-AS1	21	+	44506807	44516575	0.000000	0.000000	0.000000
ENSG00000182912	TSPEAR-AS2	21	+	44517216	44525952	0.293787	33.087403	25.319470
ENSG00000287088	-	21	+	44530172	44533145	0.000000	0.000000	0.000000
ENSG00000215455	KRTAP10-1	21	-	44538981	44540195	0.000000	0.000000	0.000000
ENSG00000205445	KRTAP10-2	21	-	44550357	44551505	0.241079	21.731739	16.629776
ENSG00000212935	KRTAP10-3	21	-	44557790	44558795	0.000000	0.000000	0.000000
ENSG00000215454	KRTAP10-4	21	+	44573729	44575371	0.206330	18.599337	14.232769
ENSG00000241123	KRTAP10-5	21	-	44579455	44580604	0.000000	0.000000	0.000000
ENSG00000188155	KRTAP10-6	21	-	44591268	44592505	0.074313	6.698844	5.126156
ENSG00000272804	KRTAP10-7	21	+	44600597	44602174	0.000000	0.000000	0.000000
ENSG00000187766	KRTAP10-8	21	+	44612079	44612954	0.118721	10.701943	8.189447
ENSG00000221837	KRTAP10-9	21	+	44627093	44628378	0.041213	3.715090	2.842898
ENSG00000221859	KRTAP10-10	21	+	44637356	44638455	0.079091	7.129551	5.455745
ENSG00000243489	KRTAP10-11	21	+	44646414	44647650	0.607922	54.800302	41.934828
ENSG00000212933	KRTAP12-4	21	-	44654213	44654659	0.496644	44.769298	34.258804
ENSG00000205439	KRTAP12-3	21	+	44657932	44658341	0.190244	17.149287	13.123146
ENSG00000221864	KRTAP12-2	21	-	44666189	44666927	0.000000	0.000000	0.000000
ENSG00000229880	IMMTP1	21	-	44675868	44678086	19.061289	1718.253979	1314.859274
ENSG00000187175	KRTAP12-1	21	-	44681576	44682163	0.000000	0.000000	0.000000
ENSG00000276647	KRTAP12-5P	21	+	44686358	44686629	0.000000	0.000000	0.000000
ENSG00000189169	KRTAP10-12	21	+	44697172	44698044	0.000000	0.000000	0.000000
ENSG00000236382	KRTAP10-13P	21	+	44702221	44702791	0.000000	0.000000	0.000000
ENSG00000184787	UBE2G2	21	-	44768580	44801826	0.000000	0.000000	0.000000
ENSG00000184900	SUMO3	21	-	44805617	44818779	0.000000	0.000000	0.000000
ENSG00000141959	PFKL	21	+	44300051	44327376	0.476697	64.076353	49.033140
ENSG00000160255	ITGB2	21	-	44885953	44931989	24.579348	6871.317249	5258.137224
ENSG00000227039	ITGB2-AS1	21	+	44921051	44929680	0.000000	0.000000	0.000000
ENSG00000273027	-	21	-	44929653	44930112	0.000000	0.000000	0.000000
ENSG00000183255	PTTG1IP	21	-	44849585	44873903	0.000000	0.000000	0.000000
ENSG00000160233	LRRC3	21	+	44455510	44462196	0.000000	0.000000	0.000000
ENSG00000183250	LINC01547	21	-	44932814	44939941	0.000000	0.000000	0.000000
ENSG00000272825	-	21	+	44936303	44936954	0.000000	0.000000	0.000000
ENSG00000160256	SLX9	21	+	44940025	44976973	0.000000	0.000000	0.000000
ENSG00000223768	LINC00205	21	+	45288035	45297806	0.000000	0.000000	0.000000
ENSG00000235374	SSR4P1	21	-	45070952	45074165	0.179818	103.708906	79.361153
ENSG00000197381	ADARB1	21	+	45073853	45226560	0.000000	0.000000	0.000000
ENSG00000267857	-	21	-	45100487	45101094	0.000000	0.000000	0.000000
ENSG00000233922	LINC01694	21	+	45590771	45603088	0.137720	17.771188	13.599044
ENSG00000286082	-	21	-	45596364	45625675	0.000000	0.000000	0.000000
ENSG00000286594	-	21	+	45607386	45609194	0.000000	0.000000	0.000000
ENSG00000182871	COL18A1	21	+	45405165	45513720	0.000000	0.000000	0.000000
ENSG00000224574	COL18A1-AS2	21	-	45407386	45410065	0.000000	0.000000	0.000000
ENSG00000183535	COL18A1-AS1	21	-	45419716	45425070	0.000000	0.000000	0.000000
ENSG00000275167	MIR6815	21	+	45478266	45478326	0.000000	0.000000	0.000000
ENSG00000173638	SLC19A1	21	-	45493572	45573365	0.000000	0.000000	0.000000
ENSG00000288885	-	21	+	45555648	45556595	0.000000	0.000000	0.000000
ENSG00000182586	LINC00334	21	+	45234308	45264548	0.000000	0.000000	0.000000
ENSG00000186866	POFUT2	21	-	45263928	45287898	0.000000	0.000000	0.000000
ENSG00000183570	PCBP3	21	+	45643694	45942454	0.000000	0.000000	0.000000
ENSG00000275139	-	21	-	45759804	45763758	0.013401	1.208015	0.924409
ENSG00000205424	PCBP3-AS1	21	-	45827961	45837987	0.000000	0.000000	0.000000
ENSG00000286886	-	21	-	45861830	45888638	0.000000	0.000000	0.000000
ENSG00000276633	-	21	+	45870854	45873345	0.000000	0.000000	0.000000
ENSG00000280604	-	21	+	45914296	45919483	0.000000	0.000000	0.000000
ENSG00000215424	MCM3AP-AS1	21	+	46229196	46259390	0.000000	0.000000	0.000000
ENSG00000160294	MCM3AP	21	-	46235133	46286297	0.000000	0.000000	0.000000
ENSG00000228137	-	21	+	46246890	46247682	0.000000	0.000000	0.000000
ENSG00000239415	-	21	-	46251549	46254133	0.000000	0.000000	0.000000
ENSG00000182362	YBEY	21	+	46286342	46297751	0.000000	0.000000	0.000000
ENSG00000142173	COL6A2	21	+	46098112	46132848	0.000000	0.000000	0.000000
ENSG00000160299	PCNT	21	+	46324124	46445769	0.292431	53.850639	41.208118
ENSG00000286224	-	21	+	46326288	46326491	0.000000	0.000000	0.000000
ENSG00000225043	RPL18AP2	21	-	46420553	46421034	0.000000	0.000000	0.000000
ENSG00000160305	DIP2A	21	+	46458891	46570015	1.468891	518.658201	396.892749
ENSG00000223692	DIP2A-IT1	21	+	46462471	46469306	0.000000	0.000000	0.000000
ENSG00000202239	RNU6-396P	21	+	46525618	46525722	0.000000	0.000000	0.000000
ENSG00000160310	PRMT2	21	+	46635595	46665124	0.000000	0.000000	0.000000
ENSG00000230982	DSTNP1	21	-	46653558	46654022	0.905376	81.613888	62.453385
ENSG00000289511	-	21	+	46667379	46669249	0.019241	1.734454	1.327256
ENSG00000212932	RPL23AP4	21	+	46690764	46691226	0.174946	15.770269	12.067881
ENSG00000160298	C21orf58	21	-	46300181	46323875	0.453057	181.493222	138.884035
ENSG00000160307	S100B	21	-	46598604	46605208	0.000000	0.000000	0.000000
ENSG00000160282	FTCD	21	-	46136160	46155579	0.000000	0.000000	0.000000
ENSG00000237338	FTCD-AS1	21	+	46151614	46152647	0.000000	0.000000	0.000000
ENSG00000228355	.	21	-	45378201	45379635	0.0	0.0	0.0
ENSG00000279751	.	21	+	6904884	6906692	0.0	0.0	0.0
ENSG00000244025	KRTAP19-3	21	-	30491462	30492013	0.0	0.0	0.0
ENSG00000232777	MRPL51P2	21	-	43115334	43115709	0.0	0.0	0.0
ENSG00000288555	.	21	-	15190406	15224394	0.0	0.0	0.0
ENSG00000288842	.	21	+	45319825	45320834	0.0	0.0	0.0
ENSG00000252606	RNU6-1150P	21	-	43996322	43996420	0.0	0.0	0.0
ENSG00000215353	C1QBPP1	21	-	19759359	19760128	0.0	0.0	0.0
ENSG00000252199	SNORA70	21	+	9907916	9908010	0.0	0.0	0.0
ENSG00000289009	.	21	+	44873985	44875807	0.0	0.0	0.0
ENSG00000280191	.	21	+	6060340	6076305	0.0	0.0	0.0
ENSG00000280108	.	21	+	13305152	13314944	0.0	0.0	0.0
ENSG00000206102	KRTAP19-8	21	-	31038159	31038476	0.0	0.0	0.0
ENSG00000280019	.	21	-	6272135	6276532	0.0	0.0	0.0
ENSG00000278381	.	21	+	13654073	13654356	0.0	0.0	0.0
ENSG00000229289	.	21	+	19130523	19134423	0.0	0.0	0.0
ENSG00000264462	MIR3648-2	21	+	8986999	8987178	0.0	0.0	0.0
ENSG00000212479	U3	21	-	29180425	29180639	0.0	0.0	0.0
ENSG00000233236	LINC02573	21	-	20256752	20258820	0.0	0.0	0.0
ENSG00000186970	KRTAP15-1	21	+	30440275	30440869	0.0	0.0	0.0
ENSG00000279414	CDRT15P9	21	-	9026821	9027329	0.0	0.0	0.0
ENSG00000275592	VN1R7P	21	+	10357400	10358620	0.0	0.0	0.0
ENSG00000226298	RAD23BP3	21	-	15694300	15696581	0.0	0.0	0.0
ENSG00000233215	LINC01687	21	-	22008756	22098518	0.0	0.0	0.0
ENSG00000230859	YRDCP3	21	+	40863994	40864473	0.0	0.0	0.0
ENSG00000223431	MTND6P21	21	+	44472895	44473739	0.0	0.0	0.0
ENSG00000227075	.	21	-	21933315	21975681	0.0	0.0	0.0
ENSG00000280179	.	21	-	6084381	6091407	0.0	0.0	0.0
ENSG00000183421	RIPK4	21	-	41739369	41767089	0.0	0.0	0.0
ENSG00000226204	.	21	-	18953264	18967058	0.0	0.0	0.0
ENSG00000280018	.	21	-	6986450	6997765	0.0	0.0	0.0
ENSG00000236663	FRGCA	21	-	43140519	43141635	0.0	0.0	0.0
ENSG00000202339	RNU4-45P	21	+	22205192	22205332	0.0	0.0	0.0
ENSG00000184724	KRTAP6-1	21	-	30613431	30613930	0.0	0.0	0.0
ENSG00000228941	UBE3AP2	21	-	31060600	31063168	0.0	0.0	0.0
ENSG00000234880	LINC00163	21	-	44989864	44994086	0.0	0.0	0.0
ENSG00000188660	LINC00319	21	+	43446601	43453902	0.0	0.0	0.0
ENSG00000185433	LINC00158	21	-	25385388	25431701	0.0	0.0	0.0
ENSG00000183844	FAM3B	21	+	41304212	41357727	0.0	0.0	0.0
ENSG00000244362	KRTAP19-7	21	-	30560875	30561314	0.0	0.0	0.0
ENSG00000279094	LINC01670	21	-	5499151	5502542	0.0	0.0	0.0
ENSG00000279493	.	21	+	5011799	5017145	0.0	0.0	0.0
ENSG00000234052	LINC01673	21	+	27638613	27675024	0.0	0.0	0.0
ENSG00000232837	LINC01700	21	-	38974429	38977774	0.0	0.0	0.0
ENSG00000286902	.	21	-	26317390	26320773	0.0	0.0	0.0
ENSG00000275170	FRG2MP	21	-	14019060	14020725	0.0	0.0	0.0
ENSG00000279687	.	21	+	5073458	5087867	0.0	0.0	0.0
ENSG00000227342	LINC00307	21	-	30209151	30211783	0.0	0.0	0.0
ENSG00000178457	LINC00314	21	+	28013363	28023233	0.0	0.0	0.0
ENSG00000279615	.	21	-	8680538	8680934	0.0	0.0	0.0
ENSG00000276738	.	21	+	20597953	20598163	0.0	0.0	0.0
ENSG00000185390	FGF7P2	21	+	13349265	13350648	0.0	0.0	0.0
ENSG00000230323	LINC00159	21	-	32080316	32197813	0.0	0.0	0.0
ENSG00000279303	.	21	-	7135334	7137789	0.0	0.0	0.0
ENSG00000280433	.	21	-	5155499	5163695	0.0	0.0	0.0
ENSG00000229962	.	21	-	25515349	25518865	0.0	0.0	0.0
ENSG00000184032	KRTAP20-2	21	+	30635206	30635619	0.0	0.0	0.0
ENSG00000224649	.	21	-	29182027	29187795	0.0	0.0	0.0
ENSG00000235312	KRTAP19-10P	21	-	30514613	30514799	0.0	0.0	0.0
ENSG00000286057	.	21	+	8238859	8239092	0.0	0.0	0.0
ENSG00000278181	.	21	+	17296219	17296596	0.0	0.0	0.0
ENSG00000279990	RPSAP68	21	+	8603547	8603984	0.0	0.0	0.0
ENSG00000160191	PDE9A	21	+	42653621	42775509	0.0	0.0	0.0
ENSG00000206105	KRTAP20-4	21	+	30620627	30620850	0.0	0.0	0.0
ENSG00000286149	.	21	+	8462320	8462798	0.0	0.0	0.0
ENSG00000265841	MIR548X	21	-	18686090	18686164	0.0	0.0	0.0
ENSG00000184274	LINC00315	21	-	45300245	45305257	0.0	0.0	0.0
ENSG00000227438	COL6A2-DT	21	-	46093264	46097530	0.0	0.0	0.0
ENSG00000261706	LINC00165	21	-	44994362	44995185	0.0	0.0	0.0
ENSG00000231106	LINC01436	21	+	36005137	36007838	0.0	0.0	0.0
ENSG00000235012	JCADP1	21	+	39525583	39529855	0.0	0.0	0.0
ENSG00000274225	HEPFAL	21	+	44477850	44478493	0.0	0.0	0.0
ENSG00000237664	LINC00316	21	-	45338590	45341990	0.0	0.0	0.0
ENSG00000264002	RN7SL52P	21	-	9902344	9902627	0.0	0.0	0.0
ENSG00000184856	LINC00308	21	+	22098616	22116605	0.0	0.0	0.0
ENSG00000232263	KRTAP25-1	21	-	30289145	30289514	0.0	0.0	0.0
ENSG00000226930	GTF2IP2	21	-	13443373	13489176	0.0	0.0	0.0
ENSG00000228433	OR7E23P	21	+	32621084	32622083	0.0	0.0	0.0
ENSG00000236471	LINC02920	21	+	15067070	15067837	0.0	0.0	0.0
ENSG00000266299	MIR3118-1	21	-	13644775	13644850	0.0	0.0	0.0
ENSG00000279728	.	21	+	6712596	6716361	0.0	0.0	0.0
ENSG00000183640	KRTAP8-1	21	-	30812697	30813274	0.0	0.0	0.0
ENSG00000286027	PCSEAT	21	+	41580475	41582887	0.0	0.0	0.0
ENSG00000278158	.	21	+	44241575	44242081	0.0	0.0	0.0
ENSG00000238220	.	21	-	32624416	32625096	0.0	0.0	0.0
ENSG00000251851	RNU6-772P	21	-	20355748	20355852	0.0	0.0	0.0
ENSG00000234083	.	21	+	27954922	27985295	0.0	0.0	0.0
ENSG00000227702	LINC00111	21	+	41679181	41697336	0.0	0.0	0.0
ENSG00000289513	.	21	+	41767164	41776073	0.0	0.0	0.0
ENSG00000177398	UMODL1	21	+	42062959	42143453	0.0	0.0	0.0
ENSG00000226543	MYL6P1	21	-	43855890	43856342	0.0	0.0	0.0
ENSG00000228235	.	21	+	46052596	46053105	0.0	0.0	0.0
ENSG00000275469	MIR6130	21	+	23079284	23079392	0.0	0.0	0.0
ENSG00000288187	.	21	-	6215291	6217681	0.0	0.0	0.0
ENSG00000228120	.	21	-	43159066	43162277	0.0	0.0	0.0
ENSG00000227330	.	21	-	18022370	18114904	0.0	0.0	0.0
ENSG00000232193	.	21	-	18917934	18935859	0.0	0.0	0.0
ENSG00000276873	.	21	-	39171462	39171560	0.0	0.0	0.0
ENSG00000226433	.	21	+	33152614	33159110	0.0	0.0	0.0
ENSG00000289939	.	21	+	33402653	33403047	0.0	0.0	0.0
ENSG00000154645	CHODL	21	+	17901263	18267373	0.0	0.0	0.0
ENSG00000289905	.	21	+	5086740	5087232	0.0	0.0	0.0
ENSG00000185272	RBM11	21	+	14216130	14228372	0.0	0.0	0.0
ENSG00000230965	SNX18P13	21	-	13905960	13906488	0.0	0.0	0.0
ENSG00000206106	KRTAP22-2	21	-	30590105	30590397	0.0	0.0	0.0
ENSG00000280013	.	21	+	6008604	6008810	0.0	0.0	0.0
ENSG00000184351	KRTAP19-1	21	-	30479706	30480367	0.0	0.0	0.0
ENSG00000277671	.	21	+	8250060	8250149	0.0	0.0	0.0
ENSG00000237444	.	21	-	25031005	25031529	0.0	0.0	0.0
ENSG00000289445	.	21	+	38959431	38961079	0.0	0.0	0.0
ENSG00000231755	CHODL-AS1	21	-	17835016	17885608	0.0	0.0	0.0
ENSG00000279579	LINC01666	21	+	8759077	8761335	0.0	0.0	0.0
ENSG00000230198	RPL37P4	21	+	19593841	19594108	0.0	0.0	0.0
ENSG00000275496	.	21	-	6228966	6267317	0.0	0.0	0.0
ENSG00000225502	GAPDHP16	21	+	14774301	14775262	0.0	0.0	0.0
ENSG00000225906	.	21	+	22882582	22884000	0.0	0.0	0.0
ENSG00000224018	.	21	-	24154871	24192924	0.0	0.0	0.0
ENSG00000284550	hsa-mir-8069-1	21	+	6859171	6859256	0.0	0.0	0.0
ENSG00000240432	KRTAP13-3	21	-	30425380	30425926	0.0	0.0	0.0
ENSG00000279851	.	21	+	10122273	10129029	0.0	0.0	0.0
ENSG00000224922	.	21	+	13769932	13771740	0.0	0.0	0.0
ENSG00000224141	MIR548XHG	21	-	18561265	18760320	0.0	0.0	0.0
ENSG00000237841	KRTAP19-9P	21	-	30510307	30510497	0.0	0.0	0.0
ENSG00000227840	KRTAP8-3P	21	-	30806932	30807119	0.0	0.0	0.0
ENSG00000234509	SOD1-DT	21	-	31653593	31659500	0.0	0.0	0.0
ENSG00000274046	Y_RNA	21	+	7092616	7092716	0.0	0.0	0.0
ENSG00000223870	.	21	+	25127469	25135247	0.0	0.0	0.0
ENSG00000218125	.	21	-	30526546	30526701	0.0	0.0	0.0
ENSG00000276529	.	21	+	44978832	44979274	0.0	0.0	0.0
ENSG00000283904	MIR155	21	+	25573980	25574044	0.0	0.0	0.0
ENSG00000289899	.	21	-	26224632	26278623	0.0	0.0	0.0
ENSG00000263681	MIR3197	21	+	41167557	41167629	0.0	0.0	0.0
ENSG00000283051	LINC01668	21	-	42777819	42779994	0.0	0.0	0.0
ENSG00000228709	LINC02575	21	+	44485463	44495519	0.0	0.0	0.0
ENSG00000251778	.	21	+	41882205	41882300	0.0	0.0	0.0
ENSG00000186965	KRTAP19-2	21	-	30487043	30487436	0.0	0.0	0.0
ENSG00000274276	.	21	-	6444869	6467513	0.0	0.0	0.0
ENSG00000231620	.	21	+	19301613	19303739	0.0	0.0	0.0
ENSG00000224747	MTCYBP21	21	-	44469929	44472516	0.0	0.0	0.0
ENSG00000173231	TERF1P1	21	+	13776086	13777266	0.0	0.0	0.0
ENSG00000279064	.	21	-	5707004	5709456	0.0	0.0	0.0
ENSG00000237202	BNIP3P43	21	+	13120244	13120807	0.0	0.0	0.0
ENSG00000156284	CLDN8	21	-	30214006	30216097	0.0	0.0	0.0
